record_id,source_file,full_token_len,estimated_chunks_full,section_title_count,has_any_section_title,has_introduction,has_methods,has_results,has_discussion,has_conclusion
pmc_000729,PMC000xxxxxx/PMC517712.xml,3664,12,16,True,True,True,True,True,True
pmc_000730,PMC000xxxxxx/PMC517713.xml,6170,20,13,True,True,True,True,True,True
pmc_000731,PMC000xxxxxx/PMC517714.xml,4962,16,16,True,True,True,True,True,True
pmc_000732,PMC000xxxxxx/PMC517715.xml,7037,22,8,True,True,True,True,True,True
pmc_000733,PMC000xxxxxx/PMC517716.xml,6614,21,12,True,True,True,True,True,True
pmc_000734,PMC000xxxxxx/PMC517717.xml,4216,13,12,True,True,True,True,True,True
pmc_000735,PMC000xxxxxx/PMC517718.xml,5087,16,17,True,True,True,False,False,False
pmc_000736,PMC000xxxxxx/PMC517719.xml,7727,24,26,True,True,True,True,True,True
pmc_000737,PMC000xxxxxx/PMC517720.xml,2958,9,7,True,True,True,True,True,True
pmc_000738,PMC000xxxxxx/PMC517721.xml,10250,32,29,True,True,True,True,True,True
pmc_000739,PMC000xxxxxx/PMC517722.xml,4766,15,15,True,True,True,True,True,True
pmc_000740,PMC000xxxxxx/PMC517723.xml,10322,33,17,True,True,True,True,True,True
pmc_000741,PMC000xxxxxx/PMC517724.xml,3263,10,14,True,True,True,True,True,False
pmc_000742,PMC000xxxxxx/PMC517725.xml,8800,28,24,True,True,True,False,False,False
pmc_000743,PMC000xxxxxx/PMC517726.xml,9226,29,14,True,True,True,True,True,True
pmc_000744,PMC000xxxxxx/PMC517727.xml,5180,16,11,True,True,True,True,True,True
pmc_000745,PMC000xxxxxx/PMC517728.xml,4089,13,12,True,True,True,True,True,True
pmc_000746,PMC000xxxxxx/PMC517729.xml,8802,28,22,True,True,True,True,True,True
pmc_000747,PMC000xxxxxx/PMC517808.xml,7028,22,13,True,True,True,True,True,True
pmc_000748,PMC000xxxxxx/PMC517820.xml,11919,37,27,True,True,True,True,True,False
pmc_000749,PMC000xxxxxx/PMC517821.xml,13698,43,29,True,True,True,True,True,True
pmc_000750,PMC000xxxxxx/PMC517822.xml,13334,42,20,True,True,True,True,True,False
pmc_000751,PMC000xxxxxx/PMC517823.xml,9466,30,11,True,True,True,True,True,False
pmc_000752,PMC000xxxxxx/PMC517824.xml,9882,31,16,True,True,True,True,True,False
pmc_000753,PMC000xxxxxx/PMC517825.xml,25782,81,38,True,True,True,True,True,True
pmc_000754,PMC000xxxxxx/PMC517826.xml,3931,13,6,True,True,True,True,True,False
pmc_000755,PMC000xxxxxx/PMC517827.xml,870,3,0,False,False,False,False,False,False
pmc_000756,PMC000xxxxxx/PMC517828.xml,885,3,0,False,False,False,False,False,False
pmc_000757,PMC000xxxxxx/PMC517829.xml,1066,4,0,False,False,False,False,False,False
pmc_000758,PMC000xxxxxx/PMC517830.xml,915,3,0,False,False,False,False,False,False
pmc_000759,PMC000xxxxxx/PMC517831.xml,918,3,0,False,False,False,False,False,False
pmc_000760,PMC000xxxxxx/PMC517832.xml,898,3,0,False,False,False,False,False,False
pmc_000761,PMC000xxxxxx/PMC517833.xml,717,2,0,False,False,False,False,False,False
pmc_000762,PMC000xxxxxx/PMC517834.xml,725,3,0,False,False,False,False,False,False
pmc_000763,PMC000xxxxxx/PMC517923.xml,4479,14,12,True,True,True,True,True,True
pmc_000764,PMC000xxxxxx/PMC517924.xml,6192,20,13,True,True,True,True,True,True
pmc_000765,PMC000xxxxxx/PMC517925.xml,2937,9,6,True,True,True,False,False,False
pmc_000766,PMC000xxxxxx/PMC517926.xml,5463,17,21,True,True,True,True,True,True
pmc_000767,PMC000xxxxxx/PMC517927.xml,4148,13,15,True,True,True,True,True,True
pmc_000768,PMC000xxxxxx/PMC517928.xml,4810,15,17,True,True,False,False,True,True
pmc_000769,PMC000xxxxxx/PMC517929.xml,11223,35,14,True,True,True,True,True,True
pmc_000770,PMC000xxxxxx/PMC517930.xml,8969,28,28,True,True,True,True,True,True
pmc_000771,PMC000xxxxxx/PMC517931.xml,3891,12,15,True,True,True,True,True,True
pmc_000772,PMC000xxxxxx/PMC517932.xml,6195,20,13,True,True,True,True,True,True
pmc_000773,PMC000xxxxxx/PMC517933.xml,2771,9,5,True,True,True,True,True,False
pmc_000774,PMC000xxxxxx/PMC517934.xml,3888,12,9,True,True,True,True,True,True
pmc_000775,PMC000xxxxxx/PMC517935.xml,2715,9,10,True,True,True,True,True,True
pmc_000776,PMC000xxxxxx/PMC517936.xml,3371,11,10,True,True,True,True,True,True
pmc_000777,PMC000xxxxxx/PMC517937.xml,6312,20,9,True,True,True,True,True,True
pmc_000778,PMC000xxxxxx/PMC517938.xml,4791,15,19,True,True,True,True,True,True
pmc_000779,PMC000xxxxxx/PMC517939.xml,3902,12,8,True,True,True,True,True,True
pmc_000780,PMC000xxxxxx/PMC517940.xml,5000,16,10,True,True,True,True,True,True
pmc_000781,PMC000xxxxxx/PMC517941.xml,3323,11,11,True,True,True,True,True,True
pmc_000782,PMC000xxxxxx/PMC517942.xml,3747,12,7,True,True,True,True,True,True
pmc_000783,PMC000xxxxxx/PMC517943.xml,5754,18,17,True,True,True,True,True,True
pmc_000784,PMC000xxxxxx/PMC517944.xml,2960,9,6,True,True,True,True,True,False
pmc_000785,PMC000xxxxxx/PMC517945.xml,3296,11,5,True,True,True,True,False,True
pmc_000786,PMC000xxxxxx/PMC517946.xml,2245,7,3,True,False,False,False,False,False
pmc_000787,PMC000xxxxxx/PMC517947.xml,1995,6,7,True,True,True,False,False,False
pmc_000788,PMC000xxxxxx/PMC517948.xml,6725,21,17,True,True,True,True,True,True
pmc_000789,PMC000xxxxxx/PMC517949.xml,7860,25,11,True,True,True,True,True,True
pmc_000790,PMC000xxxxxx/PMC517950.xml,8406,27,24,True,True,True,True,True,True
pmc_000791,PMC000xxxxxx/PMC517951.xml,5481,17,6,True,True,True,True,True,False
pmc_000792,PMC000xxxxxx/PMC517952.xml,16704,52,21,True,True,False,False,False,True
pmc_000793,PMC000xxxxxx/PMC517953.xml,3718,12,12,True,True,True,True,True,True
pmc_000794,PMC000xxxxxx/PMC518959.xml,8354,26,17,True,True,True,True,True,True
pmc_000795,PMC000xxxxxx/PMC518960.xml,8317,26,12,True,True,True,True,True,True
pmc_000796,PMC000xxxxxx/PMC518961.xml,8339,26,6,True,True,True,True,True,True
pmc_000797,PMC000xxxxxx/PMC518962.xml,5221,17,11,True,True,False,True,True,False
pmc_000798,PMC000xxxxxx/PMC518963.xml,8192,26,27,True,True,True,True,True,True
pmc_000799,PMC000xxxxxx/PMC518964.xml,4097,13,12,True,True,True,True,True,True
pmc_000800,PMC000xxxxxx/PMC518965.xml,4848,15,14,True,True,True,True,True,False
pmc_000801,PMC000xxxxxx/PMC518966.xml,3406,11,20,True,True,True,False,True,False
pmc_000802,PMC000xxxxxx/PMC518967.xml,4580,15,8,True,True,True,True,True,True
pmc_000803,PMC000xxxxxx/PMC518968.xml,4569,15,12,True,True,True,True,True,True
pmc_000804,PMC000xxxxxx/PMC518969.xml,2684,9,6,True,True,False,False,False,True
pmc_000805,PMC000xxxxxx/PMC518970.xml,5106,16,23,True,True,True,True,True,True
pmc_000806,PMC000xxxxxx/PMC518971.xml,2924,9,7,True,True,True,True,True,False
pmc_000807,PMC000xxxxxx/PMC518972.xml,4310,14,11,True,True,False,False,True,True
pmc_000808,PMC000xxxxxx/PMC518973.xml,3306,11,8,True,True,True,True,True,True
pmc_000809,PMC000xxxxxx/PMC518974.xml,6352,20,14,True,True,True,True,False,True
pmc_000810,PMC000xxxxxx/PMC518975.xml,4942,16,10,True,True,True,True,True,True
pmc_000811,PMC000xxxxxx/PMC518976.xml,6934,22,12,True,True,False,False,False,True
pmc_000812,PMC000xxxxxx/PMC518977.xml,4046,13,8,True,True,True,True,True,True
pmc_000813,PMC000xxxxxx/PMC518999.xml,6286,20,6,True,True,True,True,True,False
pmc_000814,PMC000xxxxxx/PMC519000.xml,14324,45,31,True,True,True,True,True,False
pmc_000815,PMC000xxxxxx/PMC519001.xml,19145,60,27,True,True,True,True,True,False
pmc_000816,PMC000xxxxxx/PMC519002.xml,13467,42,20,True,True,True,True,True,False
pmc_000817,PMC000xxxxxx/PMC519003.xml,909,3,0,False,False,False,False,False,False
pmc_000818,PMC000xxxxxx/PMC519004.xml,2926,9,0,False,False,False,False,False,False
pmc_000819,PMC000xxxxxx/PMC519005.xml,980,3,0,False,False,False,False,False,False
pmc_000820,PMC000xxxxxx/PMC519006.xml,884,3,0,False,False,False,False,False,False
pmc_000821,PMC000xxxxxx/PMC519007.xml,1054,4,0,False,False,False,False,False,False
pmc_000822,PMC000xxxxxx/PMC519008.xml,760,3,0,False,False,False,False,False,False
pmc_000823,PMC000xxxxxx/PMC519021.xml,4057,13,9,True,True,True,True,True,False
pmc_000824,PMC000xxxxxx/PMC519022.xml,8789,28,24,True,True,True,True,True,True
pmc_000825,PMC000xxxxxx/PMC519023.xml,4023,13,8,True,True,True,True,True,True
pmc_000826,PMC000xxxxxx/PMC519024.xml,6352,20,20,True,True,True,True,True,True
pmc_000827,PMC000xxxxxx/PMC519025.xml,4159,13,8,True,False,False,False,False,True
pmc_000828,PMC000xxxxxx/PMC519026.xml,8022,25,14,True,True,True,True,True,True
pmc_000829,PMC000xxxxxx/PMC519027.xml,5963,19,12,True,True,True,True,True,True
pmc_000830,PMC000xxxxxx/PMC519028.xml,3121,10,6,True,True,False,False,True,False
pmc_000831,PMC000xxxxxx/PMC519029.xml,7923,25,15,True,True,True,True,True,True
pmc_000832,PMC000xxxxxx/PMC519030.xml,7533,24,20,True,True,True,True,True,False
pmc_000833,PMC000xxxxxx/PMC519031.xml,7133,23,16,True,True,True,True,True,True
pmc_000834,PMC000xxxxxx/PMC519032.xml,10991,35,8,True,False,False,False,False,False
pmc_000835,PMC000xxxxxx/PMC519033.xml,4114,13,7,True,True,True,True,True,True
pmc_000836,PMC000xxxxxx/PMC520599.xml,13476,42,20,True,True,True,True,True,False
pmc_000837,PMC000xxxxxx/PMC520742.xml,9137,29,18,True,True,True,True,True,True
pmc_000838,PMC000xxxxxx/PMC520743.xml,5910,19,26,True,True,True,False,False,True
pmc_000839,PMC000xxxxxx/PMC520744.xml,5737,18,12,True,True,True,True,True,False
pmc_000840,PMC000xxxxxx/PMC520745.xml,10779,34,19,True,True,True,True,True,False
pmc_000841,PMC000xxxxxx/PMC520746.xml,8429,27,27,True,True,True,True,True,True
pmc_000842,PMC000xxxxxx/PMC520747.xml,7241,23,19,True,True,True,True,True,True
pmc_000843,PMC000xxxxxx/PMC520748.xml,5842,19,17,True,True,True,True,True,True
pmc_000844,PMC000xxxxxx/PMC520749.xml,14061,44,22,True,True,True,True,True,False
pmc_000845,PMC000xxxxxx/PMC520750.xml,7943,25,11,True,True,True,True,True,True
pmc_000846,PMC000xxxxxx/PMC520751.xml,4250,14,8,True,True,True,True,True,True
pmc_000847,PMC000xxxxxx/PMC520752.xml,3866,12,10,True,True,True,True,False,True
pmc_000848,PMC000xxxxxx/PMC520753.xml,9478,30,28,True,True,True,True,True,True
pmc_000849,PMC000xxxxxx/PMC520754.xml,3471,11,9,True,True,True,True,True,True
pmc_000850,PMC000xxxxxx/PMC520755.xml,5717,18,12,True,True,True,True,True,True
pmc_000851,PMC000xxxxxx/PMC520756.xml,16186,51,30,True,True,True,True,True,True
pmc_000852,PMC000xxxxxx/PMC520757.xml,3569,11,8,True,True,False,True,False,True
pmc_000853,PMC000xxxxxx/PMC520810.xml,6511,21,13,True,True,True,True,True,True
pmc_000854,PMC000xxxxxx/PMC520811.xml,3618,12,9,True,True,True,True,True,False
pmc_000855,PMC000xxxxxx/PMC520812.xml,3964,13,10,True,True,True,True,True,False
pmc_000856,PMC000xxxxxx/PMC520813.xml,4624,15,8,True,True,True,True,True,True
pmc_000857,PMC000xxxxxx/PMC520814.xml,8895,28,19,True,True,True,True,True,True
pmc_000858,PMC000xxxxxx/PMC520815.xml,9908,31,11,True,True,True,True,True,True
pmc_000859,PMC000xxxxxx/PMC520816.xml,4387,14,17,True,True,True,True,True,True
pmc_000860,PMC000xxxxxx/PMC520817.xml,4140,13,8,True,True,True,True,True,True
pmc_000861,PMC000xxxxxx/PMC520818.xml,5291,17,15,True,True,True,True,True,True
pmc_000862,PMC000xxxxxx/PMC520819.xml,3972,13,12,True,True,True,True,True,True
pmc_000863,PMC000xxxxxx/PMC520820.xml,8062,25,18,True,True,True,True,True,True
pmc_000864,PMC000xxxxxx/PMC520821.xml,7233,23,14,True,True,True,True,True,False
pmc_000865,PMC000xxxxxx/PMC520822.xml,7590,24,25,True,True,True,True,True,True
pmc_000866,PMC000xxxxxx/PMC520823.xml,4517,14,14,True,True,True,True,True,True
pmc_000867,PMC000xxxxxx/PMC520824.xml,3032,10,16,True,True,False,False,False,True
pmc_000868,PMC000xxxxxx/PMC520825.xml,5581,18,9,True,True,True,True,True,False
pmc_000869,PMC000xxxxxx/PMC520826.xml,5146,16,16,True,True,True,True,True,True
pmc_000870,PMC000xxxxxx/PMC520827.xml,11238,35,15,True,True,True,True,True,True
pmc_000871,PMC000xxxxxx/PMC520828.xml,8495,27,22,True,True,True,True,True,True
pmc_000872,PMC000xxxxxx/PMC520829.xml,5951,19,11,True,True,True,True,True,True
pmc_000873,PMC000xxxxxx/PMC520830.xml,5374,17,9,True,True,True,True,True,False
pmc_000874,PMC000xxxxxx/PMC520831.xml,2981,10,9,True,True,True,True,True,True
pmc_000875,PMC000xxxxxx/PMC520832.xml,5534,18,15,True,True,True,True,True,False
pmc_000876,PMC000xxxxxx/PMC520833.xml,4802,15,11,True,True,True,True,True,False
pmc_000877,PMC000xxxxxx/PMC520834.xml,9885,31,21,True,True,True,True,True,True
pmc_000878,PMC000xxxxxx/PMC521067.xml,8778,28,16,True,True,True,True,True,True
pmc_000879,PMC000xxxxxx/PMC521068.xml,2778,9,10,True,True,True,True,True,False
pmc_000880,PMC000xxxxxx/PMC521069.xml,7220,23,12,True,True,True,True,True,True
pmc_000881,PMC000xxxxxx/PMC521070.xml,4538,14,15,True,True,True,True,True,True
pmc_000882,PMC000xxxxxx/PMC521071.xml,5500,17,13,True,True,True,True,True,True
pmc_000883,PMC000xxxxxx/PMC521072.xml,4355,14,15,True,True,True,True,True,True
pmc_000884,PMC000xxxxxx/PMC521073.xml,2722,9,8,True,True,True,True,True,True
pmc_000885,PMC000xxxxxx/PMC521074.xml,5826,18,25,True,True,True,True,True,True
pmc_000886,PMC000xxxxxx/PMC521075.xml,11404,36,17,True,True,True,True,True,True
pmc_000887,PMC000xxxxxx/PMC521076.xml,4046,13,10,True,True,True,True,True,True
pmc_000888,PMC000xxxxxx/PMC521077.xml,3797,12,11,True,True,True,True,True,True
pmc_000889,PMC000xxxxxx/PMC521078.xml,4940,16,16,True,True,True,True,True,True
pmc_000890,PMC000xxxxxx/PMC521079.xml,4793,15,16,True,True,True,True,True,True
pmc_000891,PMC000xxxxxx/PMC521080.xml,5637,18,18,True,True,True,True,True,True
pmc_000892,PMC000xxxxxx/PMC521081.xml,3664,12,17,True,True,True,True,True,True
pmc_000893,PMC000xxxxxx/PMC521082.xml,8043,25,18,True,True,False,True,True,True
pmc_000894,PMC000xxxxxx/PMC521083.xml,2472,8,7,True,True,True,True,True,True
pmc_000895,PMC000xxxxxx/PMC521084.xml,4037,13,13,True,True,True,True,True,True
pmc_000896,PMC000xxxxxx/PMC521085.xml,8892,28,22,True,True,True,True,True,True
pmc_000897,PMC000xxxxxx/PMC521086.xml,4515,14,4,True,False,False,False,False,False
pmc_000898,PMC000xxxxxx/PMC521171.xml,9924,31,18,True,True,True,True,True,False
pmc_000899,PMC000xxxxxx/PMC521172.xml,13982,44,19,True,True,True,True,False,True
pmc_000900,PMC000xxxxxx/PMC521173.xml,19002,60,30,True,True,True,True,True,False
pmc_000901,PMC000xxxxxx/PMC521174.xml,12136,38,21,True,True,True,True,True,False
pmc_000902,PMC000xxxxxx/PMC521175.xml,8490,27,9,True,True,True,True,True,False
pmc_000903,PMC000xxxxxx/PMC521176.xml,6390,20,7,True,True,True,True,True,False
pmc_000904,PMC000xxxxxx/PMC521177.xml,12167,38,16,True,True,True,True,True,False
pmc_000905,PMC000xxxxxx/PMC521178.xml,21049,66,45,True,True,True,True,True,False
pmc_000906,PMC000xxxxxx/PMC521179.xml,751,3,0,False,False,False,False,False,False
pmc_000907,PMC000xxxxxx/PMC521180.xml,785,3,0,False,False,False,False,False,False
pmc_000908,PMC000xxxxxx/PMC521181.xml,1037,3,0,False,False,False,False,False,False
pmc_000909,PMC000xxxxxx/PMC521182.xml,1076,4,0,False,False,False,False,False,False
pmc_000910,PMC000xxxxxx/PMC521183.xml,878,3,0,False,False,False,False,False,False
pmc_000911,PMC000xxxxxx/PMC521184.xml,963,3,0,False,False,False,False,False,False
pmc_000912,PMC000xxxxxx/PMC521185.xml,916,3,0,False,False,False,False,False,False
pmc_000913,PMC000xxxxxx/PMC521193.xml,5079,16,19,True,True,True,True,True,True
pmc_000914,PMC000xxxxxx/PMC521194.xml,7949,25,17,True,True,True,True,True,True
pmc_000915,PMC000xxxxxx/PMC521195.xml,4114,13,2,True,False,False,False,False,False
pmc_000916,PMC000xxxxxx/PMC521483.xml,9898,31,32,True,True,True,False,True,False
pmc_000917,PMC000xxxxxx/PMC521484.xml,5380,17,13,True,True,True,True,True,True
pmc_000918,PMC000xxxxxx/PMC521485.xml,4417,14,14,True,True,True,True,True,True
pmc_000919,PMC000xxxxxx/PMC521486.xml,5878,19,7,True,True,False,False,True,True
pmc_000920,PMC000xxxxxx/PMC521487.xml,3242,10,12,True,True,True,True,True,True
pmc_000921,PMC000xxxxxx/PMC521488.xml,10502,33,33,True,True,True,True,True,True
pmc_000922,PMC000xxxxxx/PMC521489.xml,7519,24,17,True,True,True,True,True,True
pmc_000923,PMC000xxxxxx/PMC521490.xml,3698,12,11,True,True,True,True,True,True
pmc_000924,PMC000xxxxxx/PMC521491.xml,3878,12,7,True,True,True,True,True,True
pmc_000925,PMC000xxxxxx/PMC521492.xml,5276,17,12,True,True,True,True,True,True
pmc_000926,PMC000xxxxxx/PMC521493.xml,5394,17,14,True,True,True,True,True,True
pmc_000927,PMC000xxxxxx/PMC521494.xml,812,3,1,True,False,False,False,False,False
pmc_000928,PMC000xxxxxx/PMC521495.xml,5030,16,13,True,True,True,True,True,True
pmc_000929,PMC000xxxxxx/PMC521496.xml,7151,23,15,True,True,True,True,True,False
pmc_000930,PMC000xxxxxx/PMC521497.xml,3209,10,9,True,True,False,False,True,True
pmc_000931,PMC000xxxxxx/PMC521498.xml,4701,15,15,True,True,True,True,True,True
pmc_000932,PMC000xxxxxx/PMC521499.xml,2752,9,9,True,True,False,False,False,True
pmc_000933,PMC000xxxxxx/PMC521500.xml,5255,17,6,True,True,True,True,True,False
pmc_000934,PMC000xxxxxx/PMC521681.xml,6096,19,14,True,True,True,True,True,True
pmc_000935,PMC000xxxxxx/PMC521682.xml,3549,11,11,True,True,True,True,True,True
pmc_000936,PMC000xxxxxx/PMC521683.xml,3263,10,6,True,True,True,True,True,False
pmc_000937,PMC000xxxxxx/PMC521684.xml,4900,16,10,True,True,True,True,True,True
pmc_000938,PMC000xxxxxx/PMC521685.xml,11220,35,23,True,True,True,True,True,True
pmc_000939,PMC000xxxxxx/PMC521686.xml,5684,18,16,True,True,True,True,True,True
pmc_000940,PMC000xxxxxx/PMC521687.xml,4474,14,9,True,True,True,True,True,True
pmc_000941,PMC000xxxxxx/PMC521688.xml,6195,20,28,True,True,True,True,True,True
pmc_000942,PMC000xxxxxx/PMC521689.xml,6838,22,16,True,True,True,True,True,True
pmc_000943,PMC000xxxxxx/PMC521690.xml,7366,23,19,True,True,True,True,True,True
pmc_000944,PMC000xxxxxx/PMC521691.xml,8147,26,23,True,True,True,True,True,True
pmc_000945,PMC000xxxxxx/PMC521692.xml,3624,12,14,True,True,True,True,True,True
pmc_000946,PMC000xxxxxx/PMC521693.xml,8310,26,16,True,True,True,True,True,True
pmc_000947,PMC000xxxxxx/PMC521694.xml,7209,23,14,True,True,False,True,False,True
pmc_000948,PMC000xxxxxx/PMC521695.xml,9193,29,15,True,True,True,True,True,True
pmc_000949,PMC000xxxxxx/PMC521696.xml,8583,27,18,True,True,True,True,True,True
pmc_000950,PMC000xxxxxx/PMC521697.xml,11040,35,28,True,True,True,True,True,True
pmc_000951,PMC000xxxxxx/PMC521727.xml,1541,5,4,True,False,False,False,False,False
pmc_000952,PMC000xxxxxx/PMC521728.xml,3585,11,4,True,False,False,False,False,False
pmc_000953,PMC000xxxxxx/PMC521729.xml,2423,8,0,False,False,False,False,False,False
pmc_000954,PMC000xxxxxx/PMC521730.xml,1538,5,0,False,False,False,False,False,False
pmc_000955,PMC000xxxxxx/PMC521731.xml,5078,16,4,True,False,False,False,False,False
pmc_000956,PMC000xxxxxx/PMC521732.xml,3434,11,5,True,False,False,False,False,False
pmc_000957,PMC000xxxxxx/PMC521733.xml,3760,12,5,True,False,False,False,False,False
pmc_000958,PMC000xxxxxx/PMC521734.xml,124,1,0,False,False,False,False,False,False
pmc_000959,PMC000xxxxxx/PMC522747.xml,7130,23,15,True,True,True,True,True,True
pmc_000960,PMC000xxxxxx/PMC522748.xml,2965,10,9,True,True,False,False,True,True
pmc_000961,PMC000xxxxxx/PMC522749.xml,3508,11,8,True,True,True,True,True,True
pmc_000962,PMC000xxxxxx/PMC522750.xml,10144,32,23,True,True,True,True,True,True
pmc_000963,PMC000xxxxxx/PMC522751.xml,12086,38,16,True,True,True,True,True,False
pmc_000964,PMC000xxxxxx/PMC522803.xml,5329,17,20,True,True,True,True,True,True
pmc_000965,PMC000xxxxxx/PMC522804.xml,3912,12,7,True,True,False,False,False,True
pmc_000966,PMC000xxxxxx/PMC522805.xml,3530,11,11,True,True,True,True,True,True
pmc_000967,PMC000xxxxxx/PMC522806.xml,6698,21,21,True,True,True,True,True,True
pmc_000968,PMC000xxxxxx/PMC522807.xml,3538,11,13,True,True,False,False,True,True
pmc_000969,PMC000xxxxxx/PMC522808.xml,6409,20,13,True,True,True,True,True,True
pmc_000970,PMC000xxxxxx/PMC522809.xml,13736,43,29,True,True,True,True,True,True
pmc_000971,PMC000xxxxxx/PMC522810.xml,5472,17,9,True,True,True,True,True,True
pmc_000972,PMC000xxxxxx/PMC522811.xml,4551,14,13,True,True,True,True,True,True
pmc_000973,PMC000xxxxxx/PMC522812.xml,4145,13,10,True,True,True,True,True,True
pmc_000974,PMC000xxxxxx/PMC522813.xml,7448,24,19,True,True,True,True,True,True
pmc_000975,PMC000xxxxxx/PMC522814.xml,4268,14,12,True,True,True,True,True,True
pmc_000976,PMC000xxxxxx/PMC522815.xml,5451,17,12,True,True,True,True,True,True
pmc_000977,PMC000xxxxxx/PMC522816.xml,3486,11,12,True,True,True,True,True,True
pmc_000978,PMC000xxxxxx/PMC522817.xml,2561,8,19,True,True,True,True,True,True
pmc_000979,PMC000xxxxxx/PMC522818.xml,5278,17,17,True,True,True,True,True,True
pmc_000980,PMC000xxxxxx/PMC522819.xml,6096,19,19,True,True,True,True,True,True
pmc_000981,PMC000xxxxxx/PMC522820.xml,6430,20,21,True,True,True,True,True,False
pmc_000982,PMC000xxxxxx/PMC522821.xml,9235,29,21,True,True,True,True,True,True
pmc_000983,PMC000xxxxxx/PMC522822.xml,4552,14,7,True,True,True,True,True,True
pmc_000984,PMC000xxxxxx/PMC522823.xml,4497,14,18,True,True,True,True,True,True
pmc_000985,PMC000xxxxxx/PMC522824.xml,6875,22,14,True,True,True,True,True,True
pmc_000986,PMC000xxxxxx/PMC522825.xml,5316,17,13,True,True,True,True,True,True
pmc_000987,PMC000xxxxxx/PMC522826.xml,9141,29,23,True,True,True,True,True,True
pmc_000988,PMC000xxxxxx/PMC522868.xml,13461,42,28,True,True,True,True,True,False
pmc_000989,PMC000xxxxxx/PMC522869.xml,7174,23,15,True,True,True,True,True,False
pmc_000990,PMC000xxxxxx/PMC522870.xml,6088,19,18,True,True,True,True,True,False
pmc_000991,PMC000xxxxxx/PMC522871.xml,5633,18,12,True,True,True,True,True,True
pmc_000992,PMC000xxxxxx/PMC522872.xml,9088,29,22,True,True,True,True,True,False
pmc_000993,PMC000xxxxxx/PMC522873.xml,10351,33,17,True,True,True,True,True,True
pmc_000994,PMC000xxxxxx/PMC522874.xml,9965,31,29,True,True,True,True,True,True
pmc_000995,PMC000xxxxxx/PMC522875.xml,6640,21,15,True,True,True,True,True,True
pmc_000996,PMC000xxxxxx/PMC522876.xml,9490,30,22,True,True,True,True,True,True
pmc_000997,PMC000xxxxxx/PMC522877.xml,7339,23,13,True,True,True,True,True,True
pmc_000998,PMC000xxxxxx/PMC522878.xml,5750,18,18,True,True,True,True,True,False
pmc_000999,PMC000xxxxxx/PMC522879.xml,12390,39,22,True,True,True,True,True,True
pmc_001000,PMC000xxxxxx/PMC523228.xml,17475,55,25,True,True,True,True,True,False
pmc_001001,PMC000xxxxxx/PMC523229.xml,15035,47,17,True,True,True,True,True,False
pmc_001002,PMC000xxxxxx/PMC523230.xml,16570,52,47,True,True,True,True,True,False
pmc_001003,PMC000xxxxxx/PMC523231.xml,821,3,0,False,False,False,False,False,False
pmc_001004,PMC000xxxxxx/PMC523232.xml,958,3,0,False,False,False,False,False,False
pmc_001005,PMC000xxxxxx/PMC523233.xml,794,3,0,False,False,False,False,False,False
pmc_001006,PMC000xxxxxx/PMC523234.xml,750,3,0,False,False,False,False,False,False
pmc_001007,PMC000xxxxxx/PMC523824.xml,7166,23,20,True,True,True,True,True,False
pmc_001008,PMC000xxxxxx/PMC523825.xml,2235,7,5,True,False,False,False,False,False
pmc_001009,PMC000xxxxxx/PMC523826.xml,1451,5,4,True,False,False,False,False,False
pmc_001010,PMC000xxxxxx/PMC523827.xml,2757,9,4,True,False,False,False,False,False
pmc_001011,PMC000xxxxxx/PMC523828.xml,3196,10,6,True,False,False,False,False,False
pmc_001012,PMC000xxxxxx/PMC523829.xml,2315,7,8,True,False,False,False,False,True
pmc_001013,PMC000xxxxxx/PMC523831.xml,3137,10,5,True,False,False,False,False,False
pmc_001014,PMC000xxxxxx/PMC523832.xml,2592,8,4,True,False,False,False,False,False
pmc_001015,PMC000xxxxxx/PMC523834.xml,1943,6,5,True,False,False,False,False,False
pmc_001016,PMC000xxxxxx/PMC523835.xml,2602,8,3,True,False,False,False,False,False
pmc_001017,PMC000xxxxxx/PMC523836.xml,1270,4,5,True,False,False,False,True,False
pmc_001018,PMC000xxxxxx/PMC523837.xml,6486,21,16,True,True,True,True,True,False
pmc_001019,PMC000xxxxxx/PMC523838.xml,9946,31,22,True,True,True,True,True,True
pmc_001020,PMC000xxxxxx/PMC523839.xml,2442,8,5,True,False,False,False,False,False
pmc_001021,PMC000xxxxxx/PMC523840.xml,1077,4,0,False,False,False,False,False,False
pmc_001022,PMC000xxxxxx/PMC523841.xml,704,2,0,False,False,False,False,False,False
pmc_001023,PMC000xxxxxx/PMC523842.xml,685,2,0,False,False,False,False,False,False
pmc_001024,PMC000xxxxxx/PMC523843.xml,630,2,0,False,False,False,False,False,False
pmc_001025,PMC000xxxxxx/PMC523844.xml,5800,18,8,True,True,True,True,True,False
pmc_001026,PMC000xxxxxx/PMC523845.xml,541,2,0,False,False,False,False,False,False
pmc_001027,PMC000xxxxxx/PMC523846.xml,676,2,0,False,False,False,False,False,False
pmc_001028,PMC000xxxxxx/PMC523847.xml,1797,6,0,False,False,False,False,False,False
pmc_001029,PMC000xxxxxx/PMC523848.xml,3682,12,10,True,False,False,False,True,False
pmc_001030,PMC000xxxxxx/PMC523849.xml,4909,16,17,True,True,True,True,True,True
pmc_001031,PMC000xxxxxx/PMC523850.xml,3881,12,9,True,True,True,True,False,True
