record_id,source_file,title,journal,pub_year,pmid,pmcid,article_type,chunk_index,chunk_count,chunk_strategy,chunk_chars
pmc_000130,PMC000xxxxxx/PMC374244.xml,A Protein Complex Containing the Conserved Swi2/Snf2-Related ATPase Swr1p Deposits Histone Variant H2A.Z into Euchromatin,PLoS Biology,2004,15045029,PMC374244,research-article,0,1,whole_title_abstract,1678
pmc_000131,PMC000xxxxxx/PMC374245.xml,Evolutionary History of a Gene Controlling Brain Size,PLoS Biology,2004,,PMC374245,research-article,0,1,whole_title_abstract,53
pmc_000132,PMC000xxxxxx/PMC374246.xml,Depositing a Histone That Protects Active Chromosomal Regions from Silencing,PLoS Biology,2004,,PMC374246,research-article,0,1,whole_title_abstract,76
pmc_000133,PMC000xxxxxx/PMC385219.xml,The Genetic Architecture of Parallel Armor Plate Reduction in Threespine Sticklebacks,PLoS Biology,2004,15069472,PMC385219,research-article,0,1,whole_title_abstract,1176
pmc_000134,PMC000xxxxxx/PMC385220.xml,Single Locus Controls Majority of Armor Evolution in Two Populations of Sticklebacks,PLoS Biology,2004,,PMC385220,research-article,0,1,whole_title_abstract,84
pmc_000135,PMC000xxxxxx/PMC387263.xml,Segmentally Variable Genes:A New Perspective on Adaptation,PLoS Biology,2004,15094797,PMC387263,research-article,0,1,whole_title_abstract,1530
pmc_000136,PMC000xxxxxx/PMC387264.xml,Mimotopes for Alloreactive and Conventional T Cells in a Peptide–MHC Display Library,PLoS Biology,2004,15094798,PMC387264,research-article,0,1,whole_title_abstract,1472
pmc_000137,PMC000xxxxxx/PMC387265.xml,Activation of Arp2/3 Complex: Addition of the First Subunit of the New Filament by a WASP Protein Triggers Rapid ATP Hydrolysis on Arp2,PLoS Biology,2004,15094799,PMC387265,research-article,0,1,whole_title_abstract,1597
pmc_000138,PMC000xxxxxx/PMC387266.xml,“Mosaic” Genes Highlight Forces of Genome Diversity and Adaptation,PLoS Biology,2004,,PMC387266,research-article,0,1,whole_title_abstract,66
pmc_000139,PMC000xxxxxx/PMC387267.xml,Calcium Dynamics of Cortical Astrocytic Networks In Vivo,PLoS Biology,2004,15094801,PMC387267,research-article,0,1,whole_title_abstract,1044
pmc_000140,PMC000xxxxxx/PMC387268.xml,Neural Activity When People Solve Verbal Problems with Insight,PLoS Biology,2004,15094802,PMC387268,research-article,0,1,whole_title_abstract,1478
pmc_000141,PMC000xxxxxx/PMC387269.xml,Avoiding URL Reference Degradation in Scientific Publications,PLoS Biology,2004,15094803,PMC387269,research-article,0,1,whole_title_abstract,225
pmc_000142,PMC000xxxxxx/PMC387270.xml,The Cytoskeleton In Vivo,PLoS Biology,2004,15094804,PMC387270,research-article,0,1,whole_title_abstract,168
pmc_000143,PMC000xxxxxx/PMC387271.xml,Peace Lessons from an Unlikely Source,PLoS Biology,2004,15094805,PMC387271,research-article,0,1,whole_title_abstract,189
pmc_000144,PMC000xxxxxx/PMC387272.xml,A Mechanism for Adding the First Link in a Nascent Actin Filament Chain,PLoS Biology,2004,,PMC387272,research-article,0,1,whole_title_abstract,71
pmc_000145,PMC000xxxxxx/PMC387273.xml,Who Pays for Open Access?,PLoS Biology,2004,15094807,PMC387273,research-article,0,1,whole_title_abstract,222
pmc_000146,PMC000xxxxxx/PMC387274.xml,A Pacific Culture among Wild Baboons: Its Emergence and Transmission,PLoS Biology,2004,15094808,PMC387274,research-article,0,1,whole_title_abstract,1068
pmc_000147,PMC000xxxxxx/PMC387275.xml,Semi-Supervised Methods to Predict Patient Survival from Gene Expression Data,PLoS Biology,2004,15094809,PMC387275,research-article,0,1,whole_title_abstract,1425
pmc_000148,PMC000xxxxxx/PMC387276.xml,Neural Basis of Solving Problems with Insight,PLoS Biology,2004,,PMC387276,research-article,0,1,whole_title_abstract,45
pmc_000149,PMC000xxxxxx/PMC387277.xml,When Food Kills,PLoS Biology,2004,,PMC387277,research-article,0,1,whole_title_abstract,175
pmc_000150,PMC000xxxxxx/PMC387278.xml,Troubled Waters: The Future of Global Fisheries,PLoS Biology,2004,15094811,PMC387278,research-article,0,1,whole_title_abstract,244
pmc_000151,PMC000xxxxxx/PMC387279.xml,A Window into the Brain Demonstrates the Importance of Astrocytes,PLoS Biology,2004,,PMC387279,research-article,0,1,whole_title_abstract,65
pmc_000152,PMC000xxxxxx/PMC387280.xml,Phage Display Libraries Identify T Cells,PLoS Biology,2004,,PMC387280,research-article,0,1,whole_title_abstract,40
pmc_000153,PMC000xxxxxx/PMC387282.xml,Evaluating Disease Trends in Marine Ecosystems,PLoS Biology,2004,,PMC387282,research-article,0,1,whole_title_abstract,46
pmc_000154,PMC000xxxxxx/PMC387283.xml,The Elusive Baseline of Marine Disease: Are Diseases in Ocean Ecosystems Increasing?,PLoS Biology,2004,15094816,PMC387283,research-article,0,1,whole_title_abstract,1592
pmc_000155,PMC000xxxxxx/PMC387284.xml,Chronic Wasting Disease—Prion Disease in the Wild,PLoS Biology,2004,15094817,PMC387284,research-article,0,1,whole_title_abstract,221
pmc_000156,PMC000xxxxxx/PMC387285.xml,A Wee Lesson in Science Communication,PLoS Biology,2004,15094818,PMC387285,research-article,0,1,whole_title_abstract,218
pmc_000157,PMC000xxxxxx/PMC387287.xml,Yeast Prions: Protein Aggregation Is Not Enough,PLoS Biology,2004,15094820,PMC387287,research-article,0,1,whole_title_abstract,254
pmc_000158,PMC000xxxxxx/PMC387822.xml,Predicting Cancer Patient Survival with Gene Expression Data,PLoS Biology,2004,,PMC387822,research-article,0,1,whole_title_abstract,60
pmc_000159,PMC000xxxxxx/PMC387823.xml,Emergence of a Peaceful Culture in Wild Baboons,PLoS Biology,2004,,PMC387823,research-article,0,1,whole_title_abstract,47
pmc_000160,PMC000xxxxxx/PMC393292.xml,"Integrative Annotation of 21,037 Human Genes Validated by Full-Length cDNA Clones",PLoS Biology,2004,15103394,PMC393292,research-article,0,9,recursive_split_title_abstract,81
pmc_000160,PMC000xxxxxx/PMC393292.xml,"Integrative Annotation of 21,037 Human Genes Validated by Full-Length cDNA Clones",PLoS Biology,2004,15103394,PMC393292,research-article,1,9,recursive_split_title_abstract,398
pmc_000160,PMC000xxxxxx/PMC393292.xml,"Integrative Annotation of 21,037 Human Genes Validated by Full-Length cDNA Clones",PLoS Biology,2004,15103394,PMC393292,research-article,2,9,recursive_split_title_abstract,392
pmc_000160,PMC000xxxxxx/PMC393292.xml,"Integrative Annotation of 21,037 Human Genes Validated by Full-Length cDNA Clones",PLoS Biology,2004,15103394,PMC393292,research-article,3,9,recursive_split_title_abstract,397
pmc_000160,PMC000xxxxxx/PMC393292.xml,"Integrative Annotation of 21,037 Human Genes Validated by Full-Length cDNA Clones",PLoS Biology,2004,15103394,PMC393292,research-article,4,9,recursive_split_title_abstract,392
pmc_000160,PMC000xxxxxx/PMC393292.xml,"Integrative Annotation of 21,037 Human Genes Validated by Full-Length cDNA Clones",PLoS Biology,2004,15103394,PMC393292,research-article,5,9,recursive_split_title_abstract,392
pmc_000160,PMC000xxxxxx/PMC393292.xml,"Integrative Annotation of 21,037 Human Genes Validated by Full-Length cDNA Clones",PLoS Biology,2004,15103394,PMC393292,research-article,6,9,recursive_split_title_abstract,394
pmc_000160,PMC000xxxxxx/PMC393292.xml,"Integrative Annotation of 21,037 Human Genes Validated by Full-Length cDNA Clones",PLoS Biology,2004,15103394,PMC393292,research-article,7,9,recursive_split_title_abstract,398
pmc_000160,PMC000xxxxxx/PMC393292.xml,"Integrative Annotation of 21,037 Human Genes Validated by Full-Length cDNA Clones",PLoS Biology,2004,15103394,PMC393292,research-article,8,9,recursive_split_title_abstract,232
pmc_000161,PMC000xxxxxx/PMC393293.xml,"Annotation Marathon Validates 21,037 Human Genes",PLoS Biology,2004,,PMC393293,research-article,0,1,whole_title_abstract,48
pmc_000162,PMC000xxxxxx/PMC400249.xml,Noise Minimization in Eukaryotic Gene Expression,PLoS Biology,2004,15124029,PMC400249,research-article,0,1,whole_title_abstract,1519
pmc_000163,PMC000xxxxxx/PMC406387.xml,"Neural Induction in Xenopus : Requirement for Ectodermal and Endomesodermal Signals via Chordin, Noggin, β-Catenin, and Cerberus",PLoS Biology,2004,15138495,PMC406387,research-article,0,9,recursive_split_title_abstract,128
pmc_000163,PMC000xxxxxx/PMC406387.xml,"Neural Induction in Xenopus : Requirement for Ectodermal and Endomesodermal Signals via Chordin, Noggin, β-Catenin, and Cerberus",PLoS Biology,2004,15138495,PMC406387,research-article,1,9,recursive_split_title_abstract,396
pmc_000163,PMC000xxxxxx/PMC406387.xml,"Neural Induction in Xenopus : Requirement for Ectodermal and Endomesodermal Signals via Chordin, Noggin, β-Catenin, and Cerberus",PLoS Biology,2004,15138495,PMC406387,research-article,2,9,recursive_split_title_abstract,390
pmc_000163,PMC000xxxxxx/PMC406387.xml,"Neural Induction in Xenopus : Requirement for Ectodermal and Endomesodermal Signals via Chordin, Noggin, β-Catenin, and Cerberus",PLoS Biology,2004,15138495,PMC406387,research-article,3,9,recursive_split_title_abstract,395
pmc_000163,PMC000xxxxxx/PMC406387.xml,"Neural Induction in Xenopus : Requirement for Ectodermal and Endomesodermal Signals via Chordin, Noggin, β-Catenin, and Cerberus",PLoS Biology,2004,15138495,PMC406387,research-article,4,9,recursive_split_title_abstract,396
pmc_000163,PMC000xxxxxx/PMC406387.xml,"Neural Induction in Xenopus : Requirement for Ectodermal and Endomesodermal Signals via Chordin, Noggin, β-Catenin, and Cerberus",PLoS Biology,2004,15138495,PMC406387,research-article,5,9,recursive_split_title_abstract,394
pmc_000163,PMC000xxxxxx/PMC406387.xml,"Neural Induction in Xenopus : Requirement for Ectodermal and Endomesodermal Signals via Chordin, Noggin, β-Catenin, and Cerberus",PLoS Biology,2004,15138495,PMC406387,research-article,6,9,recursive_split_title_abstract,389
pmc_000163,PMC000xxxxxx/PMC406387.xml,"Neural Induction in Xenopus : Requirement for Ectodermal and Endomesodermal Signals via Chordin, Noggin, β-Catenin, and Cerberus",PLoS Biology,2004,15138495,PMC406387,research-article,7,9,recursive_split_title_abstract,395
pmc_000163,PMC000xxxxxx/PMC406387.xml,"Neural Induction in Xenopus : Requirement for Ectodermal and Endomesodermal Signals via Chordin, Noggin, β-Catenin, and Cerberus",PLoS Biology,2004,15138495,PMC406387,research-article,8,9,recursive_split_title_abstract,123
pmc_000164,PMC000xxxxxx/PMC406388.xml,Mre11 Assembles Linear DNA Fragments into DNA Damage Signaling Complexes,PLoS Biology,2004,15138496,PMC406388,research-article,0,1,whole_title_abstract,1275
pmc_000165,PMC000xxxxxx/PMC406389.xml,Organizing the Vertebrate Embryo—A Balance of Induction and Competence,PLoS Biology,2004,15138497,PMC406389,research-article,0,1,whole_title_abstract,176
pmc_000166,PMC000xxxxxx/PMC406390.xml,Ras and Gpa2 Mediate One Branch of a Redundant Glucose Signaling Pathway in Yeast,PLoS Biology,2004,15138498,PMC406390,research-article,0,1,whole_title_abstract,1400
pmc_000167,PMC000xxxxxx/PMC406391.xml,Early Myocardial Function Affects Endocardial Cushion Development in Zebrafish,PLoS Biology,2004,15138499,PMC406391,research-article,0,1,whole_title_abstract,2281
pmc_000168,PMC000xxxxxx/PMC406392.xml,Pax7 Is Necessary and Sufficient for the Myogenic Specification of CD45 + :Sca1 + Stem Cells from Injured Muscle,PLoS Biology,2004,15138500,PMC406392,research-article,0,1,whole_title_abstract,1285
pmc_000169,PMC000xxxxxx/PMC406393.xml,A Neutral Model of Transcriptome Evolution,PLoS Biology,2004,15138501,PMC406393,research-article,0,1,whole_title_abstract,1523
pmc_000170,PMC000xxxxxx/PMC406394.xml,Planting the Seeds of a New Paradigm,PLoS Biology,2004,15138502,PMC406394,research-article,0,1,whole_title_abstract,204
pmc_000171,PMC000xxxxxx/PMC406395.xml,A Gene That Directs the Regeneration of Injured Muscle from Adult Stem Cells,PLoS Biology,2004,,PMC406395,research-article,0,1,whole_title_abstract,76
pmc_000172,PMC000xxxxxx/PMC406396.xml,A Role for Early Cardiac Function in Cardiac Morphogenesis,PLoS Biology,2004,,PMC406396,research-article,0,1,whole_title_abstract,62
pmc_000173,PMC000xxxxxx/PMC406397.xml,Many Ribosomal Protein Genes Are Cancer Genes in Zebrafish,PLoS Biology,2004,15138505,PMC406397,research-article,0,1,whole_title_abstract,1035
pmc_000174,PMC000xxxxxx/PMC406398.xml,Learning to Change,PLoS Biology,2004,15138506,PMC406398,research-article,0,1,whole_title_abstract,163
pmc_000175,PMC000xxxxxx/PMC406399.xml,The Mre11 Protein Is Necessary for DNA Damage Response,PLoS Biology,2004,,PMC406399,research-article,0,1,whole_title_abstract,58
pmc_000176,PMC000xxxxxx/PMC406400.xml,Open Access: A PLoS for Education,PLoS Biology,2004,15138508,PMC406400,research-article,0,1,whole_title_abstract,221
pmc_000177,PMC000xxxxxx/PMC406401.xml,The Human Sense of Smell: Are We Better Than We Think?,PLoS Biology,2004,15138509,PMC406401,research-article,0,1,whole_title_abstract,200
pmc_000178,PMC000xxxxxx/PMC406402.xml,Niche Markets,PLoS Biology,2004,,PMC406402,research-article,0,1,whole_title_abstract,199
pmc_000179,PMC000xxxxxx/PMC406403.xml,"Small Fish, Big Science",PLoS Biology,2004,15138510,PMC406403,research-article,0,1,whole_title_abstract,174
pmc_000180,PMC000xxxxxx/PMC406404.xml,Neural Induction without Mesoderm in Xenopus,PLoS Biology,2004,,PMC406404,research-article,0,1,whole_title_abstract,48
pmc_000181,PMC000xxxxxx/PMC406405.xml,Dissecting the Complexities of Glucose Signaling in Yeast,PLoS Biology,2004,,PMC406405,research-article,0,1,whole_title_abstract,61
pmc_000182,PMC000xxxxxx/PMC406406.xml,Random Processes Underlie Most Evolutionary Changes in Gene Expression,PLoS Biology,2004,,PMC406406,research-article,0,1,whole_title_abstract,74
pmc_000183,PMC000xxxxxx/PMC406407.xml,Open Access and Scientific Societies,PLoS Biology,2004,15138514,PMC406407,research-article,0,1,whole_title_abstract,157
pmc_000184,PMC000xxxxxx/PMC406408.xml,Defects in Ribosomal Protein Genes Cause Cancer in Zebrafish,PLoS Biology,2004,,PMC406408,research-article,0,1,whole_title_abstract,64
pmc_000185,PMC000xxxxxx/PMC406409.xml,The European Research Council—A European Renaissance,PLoS Biology,2004,15138516,PMC406409,research-article,0,1,whole_title_abstract,201
pmc_000186,PMC000xxxxxx/PMC406410.xml,Correction,PLoS Biology,2004,,PMC406410,correction,0,1,whole_title_abstract,10
pmc_000187,PMC000xxxxxx/PMC406512.xml,"Effects of fire and fire intensity on the germination and establishment of Acacia karroo , Acacia nilotica , Acacia luederitzii and Dichrostachys cinerea in the field",BMC Ecology,2004,15068486,PMC406512,research-article,0,7,recursive_split_title_abstract,166
pmc_000187,PMC000xxxxxx/PMC406512.xml,"Effects of fire and fire intensity on the germination and establishment of Acacia karroo , Acacia nilotica , Acacia luederitzii and Dichrostachys cinerea in the field",BMC Ecology,2004,15068486,PMC406512,research-article,1,7,recursive_split_title_abstract,399
pmc_000187,PMC000xxxxxx/PMC406512.xml,"Effects of fire and fire intensity on the germination and establishment of Acacia karroo , Acacia nilotica , Acacia luederitzii and Dichrostachys cinerea in the field",BMC Ecology,2004,15068486,PMC406512,research-article,2,7,recursive_split_title_abstract,397
pmc_000187,PMC000xxxxxx/PMC406512.xml,"Effects of fire and fire intensity on the germination and establishment of Acacia karroo , Acacia nilotica , Acacia luederitzii and Dichrostachys cinerea in the field",BMC Ecology,2004,15068486,PMC406512,research-article,3,7,recursive_split_title_abstract,399
pmc_000187,PMC000xxxxxx/PMC406512.xml,"Effects of fire and fire intensity on the germination and establishment of Acacia karroo , Acacia nilotica , Acacia luederitzii and Dichrostachys cinerea in the field",BMC Ecology,2004,15068486,PMC406512,research-article,4,7,recursive_split_title_abstract,399
pmc_000187,PMC000xxxxxx/PMC406512.xml,"Effects of fire and fire intensity on the germination and establishment of Acacia karroo , Acacia nilotica , Acacia luederitzii and Dichrostachys cinerea in the field",BMC Ecology,2004,15068486,PMC406512,research-article,5,7,recursive_split_title_abstract,398
pmc_000187,PMC000xxxxxx/PMC406512.xml,"Effects of fire and fire intensity on the germination and establishment of Acacia karroo , Acacia nilotica , Acacia luederitzii and Dichrostachys cinerea in the field",BMC Ecology,2004,15068486,PMC406512,research-article,6,7,recursive_split_title_abstract,298
pmc_000188,PMC000xxxxxx/PMC406520.xml,Turning Down the Volume: Why Some Genes Tolerate Less Noise,PLoS Biology,2004,,PMC406520,research-article,0,1,whole_title_abstract,59
pmc_000189,PMC000xxxxxx/PMC423129.xml,Topology and Robustness in the Drosophila Segment Polarity Network,PLoS Biology,2004,15208707,PMC423129,research-article,0,1,whole_title_abstract,1875
pmc_000190,PMC000xxxxxx/PMC423130.xml,Ecology Drives the Worldwide Distribution of Human Diseases,PLoS Biology,2004,15208708,PMC423130,research-article,0,1,whole_title_abstract,1573
pmc_000191,PMC000xxxxxx/PMC423131.xml,Functional Divergence Caused by Ancient Positive Selection of a Drosophila Hybrid Incompatibility Locus,PLoS Biology,2004,15208709,PMC423131,research-article,0,1,whole_title_abstract,1835
pmc_000192,PMC000xxxxxx/PMC423132.xml,fMRI Beyond the Clinic: Will It Ever Be Ready for Prime Time?,PLoS Biology,2004,15208710,PMC423132,research-article,0,1,whole_title_abstract,243
pmc_000193,PMC000xxxxxx/PMC423133.xml,Plasticity of DNA Replication Initiation in Epstein-Barr Virus Episomes,PLoS Biology,2004,15208711,PMC423133,research-article,0,1,whole_title_abstract,1401
pmc_000194,PMC000xxxxxx/PMC423134.xml,A Specific Interface between Integrin Transmembrane Helices and Affinity for Ligand,PLoS Biology,2004,15208712,PMC423134,research-article,0,1,whole_title_abstract,1133
pmc_000195,PMC000xxxxxx/PMC423135.xml,Absence of the TAP2 Human Recombination Hotspot in Chimpanzees,PLoS Biology,2004,15208713,PMC423135,research-article,0,1,whole_title_abstract,1566
pmc_000196,PMC000xxxxxx/PMC423136.xml,Virtual Labs: E-Learning for Tomorrow,PLoS Biology,2004,15208714,PMC423136,research-article,0,1,whole_title_abstract,192
pmc_000197,PMC000xxxxxx/PMC423137.xml,Integrative Analysis of the Mitochondrial Proteome in Yeast,PLoS Biology,2004,15208715,PMC423137,research-article,0,1,whole_title_abstract,1601
pmc_000198,PMC000xxxxxx/PMC423138.xml,Functional Fluorescent Ca 2+ Indicator Proteins in Transgenic Mice under TET Control,PLoS Biology,2004,15208716,PMC423138,research-article,0,1,whole_title_abstract,1095
pmc_000199,PMC000xxxxxx/PMC423139.xml,A Calculus of Purpose,PLoS Biology,2004,15208717,PMC423139,research-article,0,1,whole_title_abstract,187
pmc_000200,PMC000xxxxxx/PMC423140.xml,A Gene Responsible for Hybrid Incompatibility in Drosophila,PLoS Biology,2004,,PMC423140,research-article,0,1,whole_title_abstract,59
pmc_000201,PMC000xxxxxx/PMC423141.xml,α-Actinin-4-Mediated FSGS: An Inherited Kidney Disease Caused by an Aggregated and Rapidly Degraded Cytoskeletal Protein,PLoS Biology,2004,15208719,PMC423141,research-article,0,1,whole_title_abstract,1635
pmc_000202,PMC000xxxxxx/PMC423142.xml,Information Transport across a Membrane,PLoS Biology,2004,,PMC423142,research-article,0,1,whole_title_abstract,39
pmc_000203,PMC000xxxxxx/PMC423143.xml,Integrin Bidirectional Signaling: A Molecular View,PLoS Biology,2004,15208721,PMC423143,research-article,0,1,whole_title_abstract,215
pmc_000204,PMC000xxxxxx/PMC423144.xml,Ethics as Our Guide,PLoS Biology,2004,15208722,PMC423144,research-article,0,1,whole_title_abstract,227
pmc_000205,PMC000xxxxxx/PMC423145.xml,Choices: The Science of Bela Julesz,PLoS Biology,2004,,PMC423145,research-article,0,1,whole_title_abstract,105
pmc_000206,PMC000xxxxxx/PMC423146.xml,Electroencephalographic Brain Dynamics Following Manually Responded Visual Targets,PLoS Biology,2004,15208723,PMC423146,research-article,0,1,whole_title_abstract,1923
pmc_000207,PMC000xxxxxx/PMC423147.xml,Scientists and Bioethics Councils,PLoS Biology,2004,15208724,PMC423147,research-article,0,1,whole_title_abstract,241
pmc_000208,PMC000xxxxxx/PMC423148.xml,"Deconstructing Brain Waves: Background, Cue, and Response",PLoS Biology,2004,,PMC423148,research-article,0,1,whole_title_abstract,57
pmc_000209,PMC000xxxxxx/PMC423149.xml,Beyond Therapy …,PLoS Biology,2004,15208726,PMC423149,research-article,0,1,whole_title_abstract,224
pmc_000210,PMC000xxxxxx/PMC423150.xml,"A Voice for Research, a Voice for Patients",PLoS Biology,2004,15208727,PMC423150,research-article,0,1,whole_title_abstract,250
pmc_000211,PMC000xxxxxx/PMC423151.xml,Everything You Always Wanted to Know about Sexes,PLoS Biology,2004,15208728,PMC423151,research-article,0,1,whole_title_abstract,207
pmc_000212,PMC000xxxxxx/PMC423152.xml,Initiation of DNA Replication: The Genomic Context,PLoS Biology,2004,,PMC423152,research-article,0,1,whole_title_abstract,50
pmc_000213,PMC000xxxxxx/PMC423153.xml,Computation Approach Shows Robustness of the Striped Pattern of Fruitfly Embryos,PLoS Biology,2004,,PMC423153,research-article,0,1,whole_title_abstract,84
pmc_000214,PMC000xxxxxx/PMC423154.xml,Ecology Drives the Global Distribution of Human Diseases,PLoS Biology,2004,,PMC423154,research-article,0,1,whole_title_abstract,56
pmc_000215,PMC000xxxxxx/PMC423155.xml,Escape Velocity: Why the Prospect of Extreme Human Life Extension Matters Now,PLoS Biology,2004,,PMC423155,research-article,0,1,whole_title_abstract,190
pmc_000216,PMC000xxxxxx/PMC423156.xml,Taking the Stem Cell Debate to the Public,PLoS Biology,2004,15208732,PMC423156,research-article,0,1,whole_title_abstract,249
pmc_000217,PMC000xxxxxx/PMC423157.xml,Ethereal Ethics,PLoS Biology,2004,15208733,PMC423157,research-article,0,1,whole_title_abstract,223
pmc_000218,PMC000xxxxxx/PMC423158.xml,What's So Hot about Recombination Hotspots?,PLoS Biology,2004,15208734,PMC423158,research-article,0,1,whole_title_abstract,231
pmc_000219,PMC000xxxxxx/PMC423159.xml,A DNA Recombination “Hotspot” in Humans Is Missing in Chimps,PLoS Biology,2004,,PMC423159,research-article,0,1,whole_title_abstract,60
pmc_000220,PMC000xxxxxx/PMC423160.xml,Combining Measures to Characterize Subcellular Machinery,PLoS Biology,2004,,PMC423160,research-article,0,1,whole_title_abstract,56
pmc_000221,PMC000xxxxxx/PMC423161.xml,A Protein's Role in Progressive Renal Disease,PLoS Biology,2004,,PMC423161,research-article,0,1,whole_title_abstract,45
pmc_000222,PMC000xxxxxx/PMC423162.xml,A Method for Studying Calcium Dynamics in Transgenic Mice,PLoS Biology,2004,,PMC423162,research-article,0,1,whole_title_abstract,57
pmc_000223,PMC000xxxxxx/PMC423163.xml,Correction: Mre11 Assembles Linear DNA Fragments into DNA Damage Signaling Complexes,PLoS Biology,2004,,PMC423163,correction,0,1,whole_title_abstract,84
pmc_000224,PMC000xxxxxx/PMC434148.xml,DNA Display I. Sequence-Encoded Routing of DNA Populations,PLoS Biology,2004,15221027,PMC434148,research-article,0,1,whole_title_abstract,804
pmc_000225,PMC000xxxxxx/PMC434149.xml,DNA Display II. Genetic Manipulation of Combinatorial Chemistry Libraries for Small-Molecule Evolution,PLoS Biology,2004,15221028,PMC434149,research-article,0,1,whole_title_abstract,1766
pmc_000226,PMC000xxxxxx/PMC434150.xml,DNA Display III. Solid-Phase Organic Synthesis on Unprotected DNA,PLoS Biology,2004,15221029,PMC434150,research-article,0,1,whole_title_abstract,1188
pmc_000227,PMC000xxxxxx/PMC434151.xml,Functional Dissection of an Innate Immune Response by a Genome-Wide RNAi Screen,PLoS Biology,2004,15221030,PMC434151,research-article,0,1,whole_title_abstract,1478
pmc_000228,PMC000xxxxxx/PMC434152.xml,Harnessing DNA-Based Technology for Drug Discovery,PLoS Biology,2004,,PMC434152,research-article,0,1,whole_title_abstract,50
pmc_000229,PMC000xxxxxx/PMC434153.xml,Immunity Promotes Virulence Evolution in a Malaria Model,PLoS Biology,2004,15221031,PMC434153,research-article,0,1,whole_title_abstract,1161
pmc_000230,PMC000xxxxxx/PMC434154.xml,Identifying Genes Involved in Innate Immunity through RNAi,PLoS Biology,2004,,PMC434154,research-article,0,1,whole_title_abstract,58
pmc_000231,PMC000xxxxxx/PMC434155.xml,Host Immunity Escalates the Evolution of Parasite Virulence,PLoS Biology,2004,,PMC434155,research-article,0,1,whole_title_abstract,59
pmc_000232,PMC000xxxxxx/PMC439008.xml,A New Role for a Synaptotagmin Protein in Calcium-Dependent Exocytosis,PLoS Biology,2004,,PMC439008,research-article,0,1,whole_title_abstract,70
pmc_000233,PMC000xxxxxx/PMC439009.xml,Genomic Analysis of Retinal Development in the Mouse,PLoS Biology,2004,,PMC439009,research-article,0,1,whole_title_abstract,52
pmc_000234,PMC000xxxxxx/PMC439782.xml,Synaptotagmin VII Restricts Fusion Pore Expansion during Lysosomal Exocytosis,PLoS Biology,2004,15226824,PMC439782,research-article,0,1,whole_title_abstract,950
pmc_000235,PMC000xxxxxx/PMC439783.xml,Genomic Analysis of Mouse Retinal Development,PLoS Biology,2004,15226823,PMC439783,research-article,0,1,whole_title_abstract,1653
pmc_000236,PMC000xxxxxx/PMC449784.xml,"Subcellular Localization of Frizzled Receptors, Mediated by Their Cytoplasmic Tails, Regulates Signaling Pathway Specificity",PLoS Biology,2004,15252441,PMC449784,research-article,0,1,whole_title_abstract,1147
pmc_000237,PMC000xxxxxx/PMC449785.xml,A Chromosomal Memory Triggered by Xist Regulates Histone Methylation in X Inactivation,PLoS Biology,2004,15252442,PMC449785,research-article,0,1,whole_title_abstract,1615
pmc_000238,PMC000xxxxxx/PMC449821.xml,Hairy Transcriptional Repression Targets and Cofactor Recruitment in Drosophila,PLoS Biology,2004,15252443,PMC449821,research-article,0,10,recursive_split_title_abstract,79
pmc_000238,PMC000xxxxxx/PMC449821.xml,Hairy Transcriptional Repression Targets and Cofactor Recruitment in Drosophila,PLoS Biology,2004,15252443,PMC449821,research-article,1,10,recursive_split_title_abstract,392
pmc_000238,PMC000xxxxxx/PMC449821.xml,Hairy Transcriptional Repression Targets and Cofactor Recruitment in Drosophila,PLoS Biology,2004,15252443,PMC449821,research-article,2,10,recursive_split_title_abstract,384
pmc_000238,PMC000xxxxxx/PMC449821.xml,Hairy Transcriptional Repression Targets and Cofactor Recruitment in Drosophila,PLoS Biology,2004,15252443,PMC449821,research-article,3,10,recursive_split_title_abstract,398
pmc_000238,PMC000xxxxxx/PMC449821.xml,Hairy Transcriptional Repression Targets and Cofactor Recruitment in Drosophila,PLoS Biology,2004,15252443,PMC449821,research-article,4,10,recursive_split_title_abstract,396
pmc_000238,PMC000xxxxxx/PMC449821.xml,Hairy Transcriptional Repression Targets and Cofactor Recruitment in Drosophila,PLoS Biology,2004,15252443,PMC449821,research-article,5,10,recursive_split_title_abstract,398
pmc_000238,PMC000xxxxxx/PMC449821.xml,Hairy Transcriptional Repression Targets and Cofactor Recruitment in Drosophila,PLoS Biology,2004,15252443,PMC449821,research-article,6,10,recursive_split_title_abstract,397
pmc_000238,PMC000xxxxxx/PMC449821.xml,Hairy Transcriptional Repression Targets and Cofactor Recruitment in Drosophila,PLoS Biology,2004,15252443,PMC449821,research-article,7,10,recursive_split_title_abstract,390
pmc_000238,PMC000xxxxxx/PMC449821.xml,Hairy Transcriptional Repression Targets and Cofactor Recruitment in Drosophila,PLoS Biology,2004,15252443,PMC449821,research-article,8,10,recursive_split_title_abstract,399
pmc_000238,PMC000xxxxxx/PMC449821.xml,Hairy Transcriptional Repression Targets and Cofactor Recruitment in Drosophila,PLoS Biology,2004,15252443,PMC449821,research-article,9,10,recursive_split_title_abstract,225
pmc_000239,PMC000xxxxxx/PMC449846.xml,Activation-Induced Cytidine Deaminase Initiates Immunoglobulin Gene Conversion and Hypermutation by a Common Intermediate,PLoS Biology,2004,15252444,PMC449846,research-article,0,1,whole_title_abstract,932
